noun,count,label
北樺太,16,Ethnic_Group_Other
函館市事務報告書,56,Corporation_Other
朝鮮総督府,32,Continental_Region
函館海運,16,Facility_Part
旧函館港,56,Port
季節性,80,Animal_Disease
海岸町以北,16,Domestic_Region
港湾調査会,16,Government
第2期拓殖計画,16,Plan
西埠頭,40,Facility_Part
一印,16,Product_Other
高木組,16,Person
本庄組,16,City
古川組,16,Company
沖仲仕,16,Position_Vocation
女子労働者,24,Position_Vocation
待合室,24,Facility_Part
大森稲荷,24,Worship_Place
比羅夫丸型,16,Ship
函館運輸事務所,56,School
傭人,40,Position_Vocation
大正昭和前期,16,War
国鉄職員,32,Position_Vocation
サラリーマン,88,Position_Vocation
石炭陸上高架線,16,Archaeological_Place_Other
函館駅構内,16,City
伏木丸,16,Ship
青函連絡船,104,Product_Other
翔鳳丸型,16,Facility_Other
翔鳳丸,16,Ship
コンクリート,88,Material
3階建て,32,Facility_Part
函館営業倉庫,16,GOE_Other
鉄筋コンクリート,104,Material
班長,24,Position_Vocation
スルメ,520,Mollusc_Arthropod
安田倉庫,16,Product_Other
エプロン,24,Clothing
代表取締役,16,Position_Vocation
北日本番屋,16,GOE_Other
半天,16,Clothing
バラック,32,Company
万代埠頭,16,City
市営,48,Clothing
橋谷株式会社,24,Company
函館倉庫,40,GOE_Other
小熊倉庫株式会社,16,Company
3階建,24,Facility_Part
5階建,24,Facility_Part
釧路各港,16,Domestic_Region
函館支局,24,School
反保光三,16,Person
和泉雄三,16,Person
橋谷合名会社,16,Person
タンク,24,Clothing
市バス,16,GOE_Other
上磯線,24,Railroad
駅員,16,Position_Vocation
函館市政,16,GOE_Other
札幌鉄道局,16,Public_Institution
長万部駅,16,City
JR北海道,16,Doctrine_Method_Other
湯ノ岱,16,City
大沼電鉄,24,GOE_Other
瀬棚線,16,Railroad
渡島海岸鉄道,16,Domestic_Region
岐阜,24,City
ゼネラルモータース,16,Company
フォード,32,Person
ビュイック,16,Person
当別,16,City
旭自動車株式会社,16,Company
バス会社,16,Position_Vocation
根崎間,16,Mountain
柏野,32,GOE_Other
円山,88,Person
町長,48,Position_Vocation
河合,24,Person
米田,16,Person
一印函館運送社,16,Product_Other
国際通運株式会社,24,Company
株式会社函館運送社,16,Company
株式会社函館通運,16,Company
日本通運,16,Corporation_Other
弁当,56,Dish
函館駅出店営業組合,16,Occasion_Other
伊東,32,Person
ダイヤ改正,32,Natural_Object_Other
立売,24,Person
函館市電,16,GOE_Other
若松橋,32,City
新蔵前,16,Food_Other
函館駅前,48,Port
函館乗合,16,Port
道南電気株式会社,16,Corporation_Other
道南電気軌道株式会社,16,GOE_Other
コンクリート道路,16,Material
コルチャーク政権,16,Political_Organization_Other
パルチザン,24,Position_Vocation
尼港事件,16,Event_Other
日本軍,120,Military
日口,16,Person
海軍艦船,16,Event_Other
ソビエト政権,24,Political_Organization_Other
日ソ両国,16,Country
モスクワ,40,City
日ソ漁業条約,88,Government
ソ連極東水域,16,Domestic_Region
ソ連国営漁区,16,Political_Organization_Other
極東国営漁業建設,32,Plan
ソ連政府,56,Government
ルビンシテイン,16,Dish
リューリ,48,Material
ロシア極東,24,Country
ソ連政権,24,Political_Organization_Other
ソビエト,16,Country
通商代表,16,Position_Vocation
通商代表部,24,Company
塩蔵,24,Food_Other
日本人労務者,64,Nationality
漁業労働者,80,Position_Vocation
労務者,24,Product_Other
日本人労働者,16,Nationality
ソ連漁場,24,Domestic_Region
互助会,24,Doctrine_Method_Other
大使,32,Position_Vocation
ソ連大使館,16,Event_Other
函館領事館,24,Public_Institution
東洋拓殖株式会社,24,Academic
東洋拓殖,64,Culture
水産組合長,24,Position_Vocation
窪田四郎,16,Person
窪田,16,Person
農林省,272,Government
樺太丸,24,Ship
農林,40,Person
八木本店,40,GOE_Other
北海道水産試験場,24,Corporation_Other
太平洋漁業株式会社,32,International_Organization
宮城漁業株式会社,16,Company
3者,16,Position_Vocation
宗太郎,16,Person
漁業株式会社,16,Corporation_Other
カムチャツカ川,24,River
母船式鮭鱒漁業水産組合,24,Company
東邦水産,40,GOE_Other
外山源吾,24,Person
漁業制度,24,Doctrine_Method_Other
敷香漁場,32,Company_Group
幌内川,16,River
大泊,16,Person
鉱産,16,Material
尾形,24,Person
ナデツキイ,16,Food_Other
セミョーノフ商会,32,Company
島田商会,24,Company
奥川,24,Person
函館リューリ商会,16,Government
ダニチ,16,Dish
打電,16,Position_Vocation
漁業家たち,16,Position_Vocation
日本人妻子,16,Nationality
かたわら,24,Material
旧海軍少佐,16,Position_Vocation
アコ,16,Food_Other
小学校尋常科,24,School_Age
手塚岸衛,16,Person
函館教育,40,Book
研究教授,24,Position_Vocation
大石,16,Person
新川小学校,64,Company
女性教員,40,Position_Vocation
自発的教授,16,Position_Vocation
庁立函館中学校,32,Plan
フットボール,16,Academic
水泳,24,Sport
野球部,16,Organization_Other
関東大震災後,24,Earthquake
音楽部,32,School_Age
理髪,24,Position_Vocation
寒稽古,16,Position_Vocation
正科,16,Position_Vocation
国語漢文,24,Academic
官公吏,24,Position_Vocation
定時制,16,Domestic_Region
小学校卒業者,16,Position_Vocation
地理歴史,16,Academic
数学,24,Academic
理科,32,Academic
国立公文書館,16,Plan
文部両省,16,Government
文政審議会,16,Government
指導員,40,Position_Vocation
中等学校生徒,24,School_Age
事務報告書,32,Printing_Other
女中,16,Position_Vocation
入学試験制度,24,Doctrine_Method_Other
中学校卒業者,16,Position_Vocation
大妻技芸学校,16,GOE_Other
教化総動員運動,16,GOE_Other
制服,32,Clothing
ミルク,16,Food_Other
銀座街,16,GOE_Other
女給,136,Position_Vocation
芸者衆,16,GOE_Other
コック,16,Position_Vocation
ライオン,16,Mammal
一流,24,Class
マダム,24,Position_Vocation
女学生,32,Position_Vocation
森屋デパート,16,Company
親子丼,16,Dish
カレーライス,16,Dish
緑町,32,City
2階建て,16,Facility_Part
東新村,16,City
寺井,24,Person
錦輝館,24,GOE_Other
函館放送局,72,GOE_Other
銀座,48,City
背広,24,Clothing
ネクタイ,24,Clothing
パナマ,16,Country
眼鏡,16,Clothing
腕時計,16,Clothing
ハイヒール,16,Clothing
古賀政男,16,Person
コロンビア,16,Country
柏野小学校,24,Facility_Other
ニコニコクラブ,24,Facility_Part
横山大観,16,Person
日本画展,16,Printing_Other
森屋百貨店,64,GOE_Other
滝川,16,City
百貨店,24,Facility_Part
皇后,32,Position_Vocation
近代函館,16,Material
萩野,16,Person
森屋,16,Person
棒二森屋,56,Person
棒二,24,GOE_Other
右手,16,Animal_Part
寄席,16,Drug
漫才,16,Doctrine_Method_Other
新派,24,Flora
警官,64,Position_Vocation
石井春,16,Natural_Phenomenon_Other
ピアニスト,24,Position_Vocation
東京大,16,School
函館劇場,40,Facility_Part
十間坂,32,Station
函館ハリストス正教会,16,Plan
商業会議所議員,16,Position_Vocation
火防調査委員会,24,Government
函館消防義会,16,School
函館区公会堂,32,Public_Institution
函館消防組,24,GOE_Other
衛生組合連合会,16,Corporation_Other
北海道地方委員会,16,Government
鉄筋コンクリート造,16,Doctrine_Method_Other
十一兼題,24,Doctrine_Method_Other
十七兼題,24,Doctrine_Method_Other
近代天皇制国家,24,Academic
護持,56,Doctrine_Method_Other
中社,16,City
乃木神社,48,Theater
神宮,24,Facility_Part
金光教,104,Natural_Phenomenon_Other
天理教,256,Academic
土佐卯之助,16,Person
森本喜三郎,16,Person
矢代幸次郎,32,Person
教派神道,48,Doctrine_Method_Other
近代神社,40,Worship_Place
崩御,24,Position_Vocation
教役者,16,Position_Vocation
大葬,16,Position_Vocation
乃木,16,Person
八幡宮例大祭,16,Natural_Disaster
天皇崩御,16,Position_Vocation
都市型布教,88,Natural_Phenomenon_Other
身延別院,32,Position_Vocation
宗門,48,Position_Vocation
望月日謙,16,Person
シ医,16,Position_Vocation
シベリア出兵,16,Natural_Disaster
幕末維新期,32,Event_Other
神宮教,16,Plan
法華系,32,Flora
習合,24,Doctrine_Method_Other
立正,40,Mountain
創価学会,56,Religion
布教所,24,Position_Vocation
みき,16,Person
親神,16,Person
新十津川,16,City
金光,16,Person
打ち立て,16,Food_Other
幸次郎,40,Person
杉田政次郎,16,Person
杉田,32,Person
函館教会,32,GOE_Other
函館東部教会,24,Domestic_Region
明治憲法,16,Law
民主主義的,16,Company
函館キリスト教界,16,Plan
同院,32,Academic
トラピスト修道院,40,GOE_Other
他宗派,24,Religion
発行人,24,Position_Vocation
国産米,16,Food_Other
小麦粉,32,Food_Other
律譛,32,Doctrine_Method_Other
縺上,24,Person
縺九,40,Name_Other
廉米,16,Food_Other
小田原,16,City
愛国婦人会,72,Doctrine_Method_Other
キリスト教団,16,Political_Organization_Other
お茶,16,Dish
太洋倶楽部,40,Company
在郷軍人会,16,Position_Vocation
愛国,24,Doctrine_Method_Other
内務省社会局,16,Government
府県産物,16,Government
労働者保護,16,Position_Vocation
公益質屋法,16,Law
慈恵院,32,School
仲山,32,Person
開院,16,Position_Vocation
中央病院,16,Academic
外国人宣教師,32,Position_Vocation
函館生まれ,24,School
アメリカ人宣教師,16,Position_Vocation
マッサージ,16,Doctrine_Method_Other
図書館長,16,Position_Vocation
佐藤政次郎,16,Person
聾唖生,16,Position_Vocation
ヘレンケラー,24,Person
函館盲唖院,16,School
豐サ,24,Person
函館共愛会,16,Organization_Other
求職者,40,Position_Vocation
生活扶助,16,Doctrine_Method_Other
社会事業要覧,16,Printing_Other
市民館使用条例,48,Product_Other
有島武郎,16,Person
作家,232,Position_Vocation
あこがれ,16,Animal_Part
小林多喜二,40,Person
マルクス主義,16,Theory
水谷,24,Person
海太郎,40,Person
5年生,16,School_Age
主婦層,16,Position_Vocation
ソ連軍,32,Military
歌壇,40,Clothing
根岸短歌会,16,GOE_Other
宮崎郁雨,56,Person
松岡蕗,24,Mountain
短歌,48,Person
飯島白圃,16,Person
向井夷,16,Person
紅苜蓿,56,Book
北海タイムス,48,Company
肺結核,16,Animal_Disease
吉野白村,24,Person
函館歌壇,40,School
代用教員,24,Position_Vocation
節子,24,Person
郁雨,16,Person
社団法人函館慈恵院,16,Corporation_Other
歌集,16,Sport
潮音,16,Person
中学生,72,School_Age
弥生小学校,16,Doctrine_Method_Other
歌誌,88,Person
紅塵,16,Music
梅原香,16,Person
若枝草,16,Flora
保坂,24,Person
梅原,16,Person
函館図書館長,24,School
海峡,16,Movie
伊東酔,16,Person
聖書,24,Book
岩船清三郎,24,Person
高橋武一,40,Person
住吉定雄,16,Person
ツンドラ,16,Broadcast_Program
武藤善,24,Person
安保,16,Living_Thing_Other
白袍,16,Dish
櫻田角郎,16,Person
白山,32,City
百合の花,24,Music
短歌紀元,24,Book
与謝野寛,16,Person
晶子,16,Person
与謝野,16,Person
与謝野晶子,16,Person
阿部たつ,16,Person
小児科,24,Academic
無風帯,16,Movie
三木露風,24,Person
北原白秋,16,Person
詩人,32,Position_Vocation
トラピスト,24,City
片平庸,40,Person
藤山一郎,16,Person
海老名,32,Station
野口雨情,16,Person
西条八十,16,Person
北海詩戦,16,Movie
片平,40,Person
三吉,32,Person
村木雄一,16,Doctrine_Method_Other
木村茂雄,16,Person
青木,16,Person
句会,32,Position_Vocation
子規,24,Person
近代俳句,16,Academic
新風,16,Person
福原,32,Person
藤田紫水,16,Person
藤玄,16,Title_Other
早稲田大学商学部,16,GOE_Other
聖林子,16,Company
石川桂郎,16,Person
川柳会,16,Organization_Other
亀井,24,Person
童子,48,Person
函館川柳会,16,GOE_Other
渡島川柳社,16,Government
函館川柳社,48,Conference
柳壇,24,Religious_Festival
村井潮,32,Person
黎明,16,Book
山口一樹,32,Person
函館柳界,32,GOE_Other
道南川柳社,16,Company
北村白眼,16,Person
森里魚,16,Doctrine_Method_Other
客員,24,Position_Vocation
川柳漁火,16,Geological_Region_Other
長谷川紅露,16,Person
早川蔦,16,Person
軍楽隊,16,Position_Vocation
洋楽,24,Doctrine_Method_Other
アポロ音楽会,40,Facility_Other
函館高等女学校,64,School
小笠原,16,Island
東京音楽学校,24,GOE_Other
音楽界,32,Position_Vocation
北上美芳,16,Person
三俣保暁,16,Natural_Disaster
作曲家,40,Position_Vocation
一流音楽家,16,Position_Vocation
歌手,16,Position_Vocation
函館音楽協会,32,Corporation_Other
ラジオ放送,32,Doctrine_Method_Other
阿部正雄,24,Person
酒井武雄,40,Person
社会部長,48,Position_Vocation
歌謡コンクール,24,Game
審査員,48,Position_Vocation
輝館,16,GOE_Other
神田,16,City
軍国主義,64,Doctrine_Method_Other
プレクトラムオーケストラ,16,Book
浅草オペラ,24,GOE_Other
声楽家,16,Doctrine_Method_Other
三浦環,16,Person
藤原義江,24,Person
ドンホセ,16,Person
レベデフ,40,Person
函館公演,24,Facility_Other
教師たち,16,Position_Vocation
函館工業学校,24,School
函館中学,16,School
指揮者,40,Position_Vocation
音楽教師,32,Position_Vocation
日高脩,16,Person
根上義雄,16,Person
林喬木,24,Food_Other
聖保禄,16,Show_Organization
酒井混声,16,Person
酒井,16,Person
佐々木幸子,16,Person
女店員,16,Position_Vocation
鼓隊,48,Flora
山田耕筰,24,Person
函館市吹奏楽連盟,24,GOE_Other
函館市連合,16,Public_Institution
揮毫,16,Academic
文人墨客,16,Person
加藤狂濤,16,Product_Other
澤田雪溪,16,Product_Other
木村巴,24,Person
澤田,32,Person
北條玉洞,56,Road
画壇,16,Position_Vocation
内国絵画共進会,16,Organization_Other
画題,24,Academic
日本画,64,Sports_Organization_Other
北條,80,Person
川端玉章,16,Person
美術,144,Academic
東京在住,24,Province
巴港詳景,16,Broadcast_Program
図画教員,40,Position_Vocation
北條玉,56,Worship_Place
東京彫工会々員,16,GOE_Other
雅邦,16,Position_Vocation
北山晃文,16,GOE_Other
山縣雨香,16,GOE_Other
日本画家たち,56,Position_Vocation
洋画家たち,16,Position_Vocation
洋風美術家,24,Position_Vocation
亀井竹次郎,16,Person
洋画家,64,Position_Vocation
油彩画,48,Doctrine_Method_Other
高桑千代雄,24,Person
高桑,24,Person
東京美術学校西洋画科,16,GOE_Other
函館洋画,16,Culture
三重松,72,Dish
宮武,16,Person
沖田久吉,16,Person
末広町海,24,Geological_Region_Other
ゴッホ,16,Position_Vocation
受講生,40,Position_Vocation
鈴木巌,24,Person
高橋賢一郎,16,Person
セザンヌ,16,Person
二科展,24,Doctrine_Method_Other
池谷,24,Person
笹野順太郎,16,Person
天間正五郎,24,Person
北海道美術協会,16,Corporation_Other
野田九浦,16,City
函館育ち,16,Ethnic_Group_Other
鳳道画会,32,Plan
谷口玉,32,Mountain
山本玉,16,Person
画家たち,16,Position_Vocation
谷口,24,Person
日本画団体,16,Printing_Other
丸井,64,Location_Other
高井,32,Person
赤光,24,Person
梅原龍三郎,16,Person
洋画壇,16,Event_Other
帝展,24,Position_Vocation
吉田耕三,16,Person
函館美術,64,School
桐田,96,Person
若手作家,16,Position_Vocation
里見,16,Person
芥川,72,Person
菊池寛,16,Person
慰安,16,Position_Vocation
新川河畔,16,Mountain
混血児,16,Position_Vocation
平山堂,16,Person
竹谷,48,Person
狩野,16,Person
小石川,16,City
寺崎廣,24,Person
寺崎家,16,Family
5月27日,16,Incident_Other
アマチュア写真家,48,Position_Vocation
田中時計店,24,GOE_Other
梅川,32,Person
加賀谷,16,Person
事務局,96,Government
菊岡,16,Person
梅川吉五郎,24,Person
吉住昌,16,Person
国領栄一,24,Person
函館写真倶楽部,16,Occasion_Other
今井龍子,16,Person
葛西寅太郎,16,Person
マツヤ,24,GOE_Other
国領,16,City
菊岡光波,16,Person
ソ晁,16,Person
津軽要塞司令部,24,GOE_Other
検事局,16,Position_Vocation
日日新聞,16,Volume
小樽新聞,40,Public_Institution
主筆,24,Material
斉藤哲郎,16,Person
宮島,16,Person
即日主義,16,Doctrine_Method_Other
北海道新聞,40,Corporation_Other
北タイ,48,Ethnic_Group_Other
通信社,24,Public_Institution
五稜郭公園,80,City
白尾宏,40,Person
若原鎮,16,Person
営業部長,24,Position_Vocation
主筆兼編集長,24,Position_Vocation
斉藤虎之助,32,Person
千葉稲城,16,City
加藤米司,16,Political_Organization_Other
ミス北日本,16,Book
竹中倭文子,24,Person
女性記者,16,Position_Vocation
ストライキ,40,Doctrine_Method_Other
善吉,16,Person
朝夕刊,16,Material
活字鋳造部,16,Organization_Other
札樽,16,City
佐藤精,32,Person
田村明吉,24,Person
岡田次雄,24,Person
橋本尚一,16,Person
早稲田大学,32,School
綿引,16,Person
函館版,24,Material
タイ,24,Country
佐藤勘三郎,32,Person
元社長,24,Position_Vocation
岡川梅吉,16,Person
円山貞吉,16,Person
森義武,16,Person
編集局長,24,Position_Vocation
工務局長,16,Government
日本新聞会,16,Company
東条首相,16,Position_Vocation
戸塚九一郎,16,Person
地崎宇三郎,40,Person
遠藤清一,16,Person
北海道新聞社,56,City
小学校女教員会議,16,School_Age
婦人会,16,Organization_Other
友愛会函館支部,16,Organization_Other
電話交換手,40,Position_Vocation
女事務員,24,Position_Vocation
女教員,176,Position_Vocation
パーマネントウェーブ,16,Doctrine_Method_Other
女医,64,Position_Vocation
あゆみ,32,Person
小貫琴,16,Person
初代校長,16,Position_Vocation
小学校本科正教員,16,School_Age
男教員,24,Position_Vocation
尋常科正,16,Doctrine_Method_Other
鎌田文相,16,Person
共働き,24,Doctrine_Method_Other
女教員たち,16,Position_Vocation
女教員会,16,Position_Vocation
函館高女,32,School
大谷高女,16,School
亀田国民学校,24,Person
シズ,16,Mammal
津田英学,16,Person
早坂千賀子,16,Person
槙山きみ子,16,Person
眼科医,16,Position_Vocation
眼科,16,Academic
内科,16,Academic
函館商事千代,24,GOE_Other
函館合同労働組合,40,GOE_Other
川端,24,City
米子,16,City
大山郁夫,56,Person
治安維持法違反,32,Law
書記長,24,Person
菅野,48,Person
丸町キン,16,Person
婦人公論,72,Book
日本労働組合全国協議会,16,Conference
支持者,16,Conference
女性労働者,32,Position_Vocation
藤岡道子,32,Person
市川房枝,56,Person
丸山優子,24,Person
婦人公民権,16,Academic
衆議院本,16,Government
貴族院,24,Position_Vocation
函館女性,16,Ethnic_Group_Other
坂本千代子,16,Person
副団長,24,Position_Vocation
市川,40,Person
司会,16,Position_Vocation
佐々辰子,32,Person
矯風会,16,Organization_Other
北海道部会長,16,Position_Vocation
矯風会函館支部,16,Organization_Other
救世軍,16,Position_Vocation
羽仁もと子,16,Person
婦人之友,24,Book
函館友,32,GOE_Other
婦人記者,16,Position_Vocation
斎藤ツユ,16,Person
出征軍人,16,Position_Vocation
白い,40,Nature_Color
新川国民学校,64,Person
大森遊廓,16,Person
函館ドック,368,Zoo
車掌,24,Position_Vocation
厚生省,56,Government
女子職員,48,Position_Vocation
石炭荷役,32,Material
真っ白,16,Nature_Color
紺色,16,Nature_Color
東洋艦隊,16,Academic
パン屋,16,Position_Vocation
柴田幸八,16,Person
乳製品,16,Dish
ウィルソン,88,Person
ブラキストンマール商会,16,Person
笠原与七,16,Person
ラシャ,16,Product_Other
亡命ロシア人,24,Person
ソ連領事館,32,Government
白系,16,Nature_Color
コロニー,16,Product_Other
サハリン島,16,Island
笠原,16,Person
寺西準一,16,Person
加藤一徳,16,Person
漁場通訳,16,Position_Vocation
北洋同志会,24,Position_Vocation
ロシア語新聞,16,National_Language
日ソ漁業問題,16,Product_Other
キング,16,Position_Vocation
シュルツ,16,Person
函館在留中国人,32,Ethnic_Group_Other
ヘンソン,24,Person
三江,16,City
浙江省出身,16,Province
張安蘭,16,Person
潘萩,16,Mountain
函館華僑,16,Ethnic_Group_Other
呉服行商,48,Position_Vocation
袁世凱,16,Person
函館中華会館,16,Domestic_Region
潘蓮,64,Person
横浜領事館,16,GOE_Other
弁事,40,City
炭鉱労働者,48,Position_Vocation
労働者側,24,Position_Vocation
近代的労働者,16,Position_Vocation
インテリ,16,Doctrine_Method_Other
鈴木文治,16,Person
労資協調主義,16,Doctrine_Method_Other
労働組合,224,Position_Vocation
日本労働総同盟,16,Corporation_Other
労働運動,64,Movement
友愛会,16,GOE_Other
函館分会,16,School
管理人,16,Position_Vocation
封建的,16,Doctrine_Method_Other
函館造船木工職組合,16,School
高島末太郎,40,Person
労農党,168,Political_Organization_Other
労働組合運動,24,Movement
船大工同盟,24,Product_Other
無産青年同盟,16,Product_Other
無産,16,Doctrine_Method_Other
鈴木治,88,Person
武内清,72,Person
村上由,24,Person
武内,48,Person
中川清,16,Person
日本交通労働総連盟,16,Government
函館労働組合協議会,16,Conference
賀川豊彦,24,Person
荒岡庄太郎,16,Person
大山,24,Person
小樽札幌,16,Station
政治研究会函館支部,16,Corporation_Other
日本労働組合評議会,48,Government
函館造船木工労働組合,16,Pro_Sports_Organization
室蘭合同労働組合,16,GOE_Other
函館造船木工組合,16,School
日本海員組合,32,Corporation_Other
函館船渠工,24,GOE_Other
北海漁業労働組合,32,GOE_Other
労働農民党,56,Political_Organization_Other
吉田清,16,Person
青野三郎,32,Person
北海道支部連合会,24,Corporation_Other
加藤貫一,56,Person
降灰問題,16,Event_Other
加賀谷貞蔵,16,Person
函館地方労働組合協議会,16,Public_Institution
静秀雄,16,Person
斉藤金市,32,Person
佐藤忠寿,16,Person
板垣武男,24,Person
秩父丸,16,Ship
労働農民,16,Political_Organization_Other
労農党員,16,Position_Vocation
市費,24,Government
社会,24,Mineral
日本共産党,40,Political_Party
片山哲,16,Person
藤井親義,16,Person
函館ドック争議,16,GOE_Other
函館一般労働組合,24,GOE_Other
治安維持法,32,Law
森永啓次,16,Show_Organization
釜谷健一郎,16,Person
新党準備会,16,Occasion_Other
野上,16,Person
社会民衆党函館支部,32,Law
鶴本,72,Flora
西尾,16,Person
函館消費組合,16,Corporation_Other
労働組合員,40,Position_Vocation
エトロフ丸,40,Ship
赤く,16,Nature_Color
ビタミン,16,Food_Other
金鵄丸,16,Product_Other
北洋漁業労働者,16,Position_Vocation
共産主義者,16,Doctrine_Method_Other
小山,16,Person
聖職者,16,Position_Vocation
ホーリネス系,16,Doctrine_Method_Other
松原繁,16,Person
大和,16,Facility_Other
ボルネオ,16,Country
慮溝橋,16,N_Flora
防空法,16,Law
北海道庁警察部,32,Government
水上防護団,32,Position_Vocation
警防団令,16,Law
阿部平三郎,24,Person
防衛課,24,Government
函館市警防団消防部,16,Government
衛生火防組合連合会,16,Plan
近衛内閣,16,Position_Vocation
国民徴用令,16,Law
市町村会,16,Position_Vocation
勅裁,16,GOE_Other
兵籍課,24,Government
近衛,16,Position_Vocation
翼賛議員同盟,16,Position_Vocation
現職,32,Position_Vocation
商工省,24,Government
札幌商工会議所,16,Government
新田啓二郎,16,Person
斉藤栄三郎,16,Person
事務局長,16,Position_Vocation
膚蟾,16,Animal_Disease
渡辺二郎,16,Person
戦時経済体制,16,Doctrine_Method_Other
GHQ,400,Law
函館海産物輸出組合,24,GOE_Other
北海道海産物輸出組合,16,Corporation_Other
函館要人録,16,Broadcast_Program
北海道漁業組合連合会,16,Government
日本水産物輸出組合,16,Corporation_Other
函館大学,24,Mammal
渡辺正雄,16,Person
石炭輸送,40,Material
東北6県,24,Domestic_Region
金森ビル,16,GOE_Other
函館商事会社,16,GOE_Other
シャム,16,Mammal
小樽工場,16,GOE_Other
富永能,16,Person
全従業員,16,Position_Vocation
富永,56,Person
工員,24,Position_Vocation
石灰石,16,Material
国家総動員法,16,Person
苓サ,24,Doctrine_Method_Other
郁サ崎襖,16,Person
浦賀ドック製,48,Animal_Part
青函局,40,Government
朝鮮人労働者,160,Position_Vocation
中国人労働者,168,Position_Vocation
副社長古川,16,Person
斉藤五一,16,Person
矢島貞二,16,Person
梅田重兵衛,16,Person
菅原源太郎,16,Person
新会長,24,Position_Vocation
吉田茂,16,Person
北千島周辺海域,16,Event_Other
鮭鱒流網漁業,40,Doctrine_Method_Other
延縄漁業者,16,Book
市議会,224,Government
北千島鮭鱒流網,16,Ethnic_Group_Other
定置網,16,Political_Organization_Other
対ソ,32,Country
堤清治郎,56,Person
教学刷新評議会,16,Conference
国民学校制度,16,Doctrine_Method_Other
国民学校,56,Person
学生生徒,32,Position_Vocation
学童,24,School_Age
学童集団疎開,32,Occasion_Other
若松国民学校,80,Person
教頭,16,Position_Vocation
柏野国民学校,16,Person
国民学校初等科,24,Doctrine_Method_Other
国民学校高等科,16,Doctrine_Method_Other
函館市立中学校,24,School
函館高等計理学校,24,School
函館計理学校,16,School
函館市立工業学校,16,School
函館市立高等実,24,School
家政科,16,Academic
興亜ノ大業遂行,16,Doctrine_Method_Other
日満支ブロック,16,Doctrine_Method_Other
トシテノ商港函館ノ,16,GOE_Other
商業科,40,Academic
女子商業学校,16,Culture
四倉,16,City
文部次官通牒,16,Government
厚岸町,16,City
函館化学工業学校,16,School
日中両軍,16,Government
函館神社,16,Worship_Place
日本全国,32,Country
御嶽教,16,Natural_Phenomenon_Other
函館地域,72,Domestic_Region
スパイ,16,Position_Vocation
中瀬,16,Person
首脳部,16,Position_Vocation
アンナバトーリナ,16,Person
スタリコフ,16,Show_Organization
諜報活動,16,Product_Other
栄養失調,16,Animal_Disease
函館高等水産学校,16,School
陳上梅,16,Person
汪兆銘政権,16,Political_Organization_Other
蒋介石政権,16,Political_Organization_Other
カナダ人,32,Ethnic_Group_Other
憲兵,24,Position_Vocation
函館山要塞,16,Facility_Other
朝鮮人,96,City
朝鮮労働青年会,16,Corporation_Other
外地人,24,Ethnic_Group_Other
田村春源,40,Doctrine_Method_Other
函館新興共済会,40,Research_Institute
谷岡,24,Person
特高主任,32,Position_Vocation
特高月報,16,Magazine
函館協和会,56,GOE_Other
函館署,160,Public_Institution
織田,24,Person
魏春源,32,Doctrine_Method_Other
金武吉,16,Person
石炭山,24,Mountain
日本通運函館支店,16,Government
東日本造船函館工場,80,Research_Institute
東日本造船,48,Zoo
青雲寮,16,Government
舎監,16,Position_Vocation
東条内閣,24,International_Organization
新民会労工協会,16,Government
日本内地,16,Domestic_Region
北海道土木建築業連合会,16,Corporation_Other
外地労働者移入組合,24,Position_Vocation
地崎組,144,City
華北労工協会,16,Government
日本港運業会,80,Domestic_Region
函館華工管理事務所,80,GOE_Other
菅原組,40,City
瀬崎組,32,Person
塘沽,16,Station
赤平町,24,City
函館検疫所構内,16,Car_Stop
函館俘虜,120,Military
アメリカ人イギリス人オランダ人オーストラリア人,16,Ethnic_Group_Other
善通寺,24,City
本所,56,Mineral
美唄町,16,Province
三井美唄炭鉱,16,City
芦別町,32,City
三井芦別,16,City
鉱業,16,Position_Vocation
歌志内町,16,Domestic_Region
北炭空知鉱業所,16,Material
第1分所,16,Government
大湊,40,City
国民精神総動員運動,24,Plan
アメリカ軍,712,Military
アメリカ空軍,16,Government
太平洋上,24,Sea
アメリカ海軍,48,Political_Party
青柳国民学校日誌,16,Book
レイテ湾,16,Event_Other
関東地区,24,Domestic_Region
飛行場,16,Product_Other
市立函館図書館日誌,16,Plan
青柳国民学校,32,Person
函館空襲,32,Worship_Place
硫黄島,32,Island
沖縄本島,16,Island
沖縄戦,32,Nationality
トルーマン,24,Person
鈴木貫太郎,16,Person
原爆,24,Weapon
対日,16,Person
対日宣戦,16,Government
連合国軍,160,Person
最高司令官,72,Position_Vocation
元帥,40,Position_Vocation
アメリカ軍兵士,32,Position_Vocation
東京湾,16,Bay
マッカーサー,112,Person
占領軍,144,Person
本山ま,16,Doctrine_Method_Other
函館進駐,32,Archaeological_Place_Other
レイLバーネル,16,Person
准将,40,Position_Vocation
函館勤労署,24,Public_Institution
各種労働者,16,Position_Vocation
DDT,200,Product_Other
発疹チフス,24,Animal_Disease
共愛会館,88,Museum
アメリカ文化,16,Culture
朝鮮戦争,144,War
対日講和条約,120,Treaty
アメリカ人職員,16,Position_Vocation
舞鶴,56,City
函館引揚援護局,16,Government
諸県,24,Position_Vocation
北海道年鑑,48,Printing_Other
引揚者,32,Doctrine_Method_Other
東久邇宮内閣,40,Political_Organization_Other
総辞職,24,Government
