a,b,c,d,e,f,g,h,i,j,k,l,m
平澤屏山,,,10,名詞,固有名詞,人名,一般,*,*,平澤屏山,*,*
平田文右衛門,,,10,名詞,固有名詞,人名,一般,*,*,平田文右衛門,*,*
廣井勇,,,10,名詞,固有名詞,人名,一般,*,*,廣井勇,*,*
廣瀬量平,,,10,名詞,固有名詞,人名,一般,*,*,廣瀬量平,*,*
張尊三,,,10,名詞,固有名詞,人名,一般,*,*,張尊三,*,*
恩賀徳之助,,,10,名詞,固有名詞,人名,一般,*,*,恩賀徳之助,*,*
斉藤大硯,,,10,名詞,固有名詞,人名,一般,*,*,斉藤大硯,*,*
斉藤與一郎,,,10,名詞,固有名詞,人名,一般,*,*,斉藤與一郎,*,*
新島襄,,,10,名詞,固有名詞,人名,一般,*,*,新島襄,*,*
日下部久太郎,,,10,名詞,固有名詞,人名,一般,*,*,日下部久太郎,*,*
明石信道,,,10,名詞,固有名詞,人名,一般,*,*,明石信道,*,*
時任為基,,,10,名詞,固有名詞,人名,一般,*,*,時任為基,*,*
木下順一,,,10,名詞,固有名詞,人名,一般,*,*,木下順一,*,*
木戸新太郎,,,10,名詞,固有名詞,人名,一般,*,*,木戸新太郎,*,*
木村捷司,,,10,名詞,固有名詞,人名,一般,*,*,木村捷司,*,*
木村文助,,,10,名詞,固有名詞,人名,一般,*,*,木村文助,*,*
木津幸吉,,,10,名詞,固有名詞,人名,一般,*,*,木津幸吉,*,*
木田保造,,,10,名詞,固有名詞,人名,一般,*,*,木田保造,*,*
本田延三郎,,,10,名詞,固有名詞,人名,一般,*,*,本田延三郎,*,*
杉崎郡作,,,10,名詞,固有名詞,人名,一般,*,*,杉崎郡作,*,*
杉浦誠,,,10,名詞,固有名詞,人名,一般,*,*,杉浦誠,*,*
杉野源次郎,,,10,名詞,固有名詞,人名,一般,*,*,杉野源次郎,*,*
村井末吉,,,10,名詞,固有名詞,人名,一般,*,*,村井末吉,*,*
村垣淡路守範正,,,10,名詞,固有名詞,人名,一般,*,*,村垣淡路守範正,*,*
村尾元長,,,10,名詞,固有名詞,人名,一般,*,*,村尾元長,*,*
村木甚三郎,,,10,名詞,固有名詞,人名,一般,*,*,村木甚三郎,*,*
村田専三郎,,,10,名詞,固有名詞,人名,一般,*,*,村田専三郎,*,*
村田駒吉,,,10,名詞,固有名詞,人名,一般,*,*,村田駒吉,*,*
松伊兵衛,,,10,名詞,固有名詞,人名,一般,*,*,松伊兵衛,*,*
松川弁之助,,,10,名詞,固有名詞,人名,一般,*,*,松川弁之助,*,*
松川次郎,,,10,名詞,固有名詞,人名,一般,*,*,松川次郎,*,*
松平太郎,,,10,名詞,固有名詞,人名,一般,*,*,松平太郎,*,*
松本恵子,,,10,名詞,固有名詞,人名,一般,*,*,松本恵子,*,*
松林太郎,,,10,名詞,固有名詞,人名,一般,*,*,松林太郎,*,*
林儀作,,,10,名詞,固有名詞,人名,一般,*,*,林儀作,*,*
柳田藤吉,,,10,名詞,固有名詞,人名,一般,*,*,柳田藤吉,*,*
栗本鋤雲,,,10,名詞,固有名詞,人名,一般,*,*,栗本鋤雲,*,*
栗谷川健一,,,10,名詞,固有名詞,人名,一般,*,*,栗谷川健一,*,*
梁川剛一,,,10,名詞,固有名詞,人名,一般,*,*,梁川剛一,*,*
梅津福次郎,,,10,名詞,固有名詞,人名,一般,*,*,梅津福次郎,*,*
植木蒼悦,,,10,名詞,固有名詞,人名,一般,*,*,植木蒼悦,*,*
榎本武揚,,,10,名詞,固有名詞,人名,一般,*,*,榎本武揚,*,*
横山松三郎,,,10,名詞,固有名詞,人名,一般,*,*,横山松三郎,*,*
橋本三郎,,,10,名詞,固有名詞,人名,一般,*,*,橋本三郎,*,*
橋本隆造,,,10,名詞,固有名詞,人名,一般,*,*,橋本隆造,*,*
武内収太,,,10,名詞,固有名詞,人名,一般,*,*,武内収太,*,*
武田斐三郎,,,10,名詞,固有名詞,人名,一般,*,*,武田斐三郎,*,*
水谷準,,,10,名詞,固有名詞,人名,一般,*,*,水谷準,*,*
永沢富士雄,,,10,名詞,固有名詞,人名,一般,*,*,永沢富士雄,*,*
池田種之助,,,10,名詞,固有名詞,人名,一般,*,*,池田種之助,*,*
池谷寅一,,,10,名詞,固有名詞,人名,一般,*,*,池谷寅一,*,*
河野政通,,,10,名詞,固有名詞,人名,一般,*,*,河野政通,*,*
泉泰三,,,10,名詞,固有名詞,人名,一般,*,*,泉泰三,*,*
泉藤兵衛,,,10,名詞,固有名詞,人名,一般,*,*,泉藤兵衛,*,*
深井克美,,,10,名詞,固有名詞,人名,一般,*,*,深井克美,*,*
深瀬洋春,,,10,名詞,固有名詞,人名,一般,*,*,深瀬洋春,*,*
深瀬鴻堂,,,10,名詞,固有名詞,人名,一般,*,*,深瀬鴻堂,*,*
清水谷公考,,,10,名詞,固有名詞,人名,一般,*,*,清水谷公考,*,*
渋田利右衛門,,,10,名詞,固有名詞,人名,一般,*,*,渋田利右衛門,*,*
渡辺紳一郎,,,10,名詞,固有名詞,人名,一般,*,*,渡辺紳一郎,*,*
渡邊熊四郎,,,10,名詞,固有名詞,人名,一般,*,*,渡邊熊四郎,*,*
澤邊琢磨,,,10,名詞,固有名詞,人名,一般,*,*,澤邊琢磨,*,*
瀬川伸,,,10,名詞,固有名詞,人名,一般,*,*,瀬川伸,*,*
熊谷孝太郎,,,10,名詞,固有名詞,人名,一般,*,*,熊谷孝太郎,*,*
片上楽天,,,10,名詞,固有名詞,人名,一般,*,*,片上楽天,*,*
片平庸人,,,10,名詞,固有名詞,人名,一般,*,*,片平庸人,*,*
猪子利男,,,10,名詞,固有名詞,人名,一般,*,*,猪子利男,*,*
生田喜治,,,10,名詞,固有名詞,人名,一般,*,*,生田喜治,*,*
田中佐吉,,,10,名詞,固有名詞,人名,一般,*,*,田中佐吉,*,*
田中良吉,,,10,名詞,固有名詞,人名,一般,*,*,田中良吉,*,*
田中誠一郎,,,10,名詞,固有名詞,人名,一般,*,*,田中誠一郎,*,*
田口フク,,,10,名詞,固有名詞,人名,一般,*,*,田口フク,*,*
田本研造,,,10,名詞,固有名詞,人名,一般,*,*,田本研造,*,*
田辺三重松,,,10,名詞,固有名詞,人名,一般,*,*,田辺三重松,*,*
疋田豊治,,,10,名詞,固有名詞,人名,一般,*,*,疋田豊治,*,*
登坂良作,,,10,名詞,固有名詞,人名,一般,*,*,登坂良作,*,*
白土誠太郎,,,10,名詞,固有名詞,人名,一般,*,*,白土誠太郎,*,*
皆月善六,,,10,名詞,固有名詞,人名,一般,*,*,皆月善六,*,*
益田喜頓,,,10,名詞,固有名詞,人名,一般,*,*,益田喜頓,*,*
目杉浦嘉七,,,10,名詞,固有名詞,人名,一般,*,*,目杉浦嘉七,*,*
相馬哲平,,,10,名詞,固有名詞,人名,一般,*,*,相馬哲平,*,*
眞藤愼太郎,,,10,名詞,固有名詞,人名,一般,*,*,眞藤愼太郎,*,*
石原正,,,10,名詞,固有名詞,人名,一般,*,*,石原正,*,*
石垣隈太郎,,,10,名詞,固有名詞,人名,一般,*,*,石垣隈太郎,*,*
石川啄木,,,10,名詞,固有名詞,人名,一般,*,*,石川啄木,*,*
石川節子,,,10,名詞,固有名詞,人名,一般,*,*,石川節子,*,*
石川藤助,,,10,名詞,固有名詞,人名,一般,*,*,石川藤助,*,*
石館友作,,,10,名詞,固有名詞,人名,一般,*,*,石館友作,*,*
砂山影二,,,10,名詞,固有名詞,人名,一般,*,*,砂山影二,*,*
神山茂,,,10,名詞,固有名詞,人名,一般,*,*,神山茂,*,*
神彰,,,10,名詞,固有名詞,人名,一般,*,*,神彰,*,*
神永貞助,,,10,名詞,固有名詞,人名,一般,*,*,神永貞助,*,*
神田光彩,,,10,名詞,固有名詞,人名,一般,*,*,神田光彩,*,*
福士成豊,,,10,名詞,固有名詞,人名,一般,*,*,福士成豊,*,*
秋山富雄,,,10,名詞,固有名詞,人名,一般,*,*,秋山富雄,*,*
竹内下野守保徳,,,10,名詞,固有名詞,人名,一般,*,*,竹内下野守保徳,*,*
竹内正道,,,10,名詞,固有名詞,人名,一般,*,*,竹内正道,*,*
笠島芳朗,,,10,名詞,固有名詞,人名,一般,*,*,笠島芳朗,*,*
箱根寿保,,,10,名詞,固有名詞,人名,一般,*,*,箱根寿保,*,*
篠崎清次,,,10,名詞,固有名詞,人名,一般,*,*,篠崎清次,*,*
紺野孝造,,,10,名詞,固有名詞,人名,一般,*,*,紺野孝造,*,*
紺野松次郎,,,10,名詞,固有名詞,人名,一般,*,*,紺野松次郎,*,*
紺野治重,,,10,名詞,固有名詞,人名,一般,*,*,紺野治重,*,*
続豊治,,,10,名詞,固有名詞,人名,一般,*,*,続豊治,*,*
羽野栄一,,,10,名詞,固有名詞,人名,一般,*,*,羽野栄一,*,*
花光春之助,,,10,名詞,固有名詞,人名,一般,*,*,花光春之助,*,*
花田長太郎,,,10,名詞,固有名詞,人名,一般,*,*,花田長太郎,*,*
若山徳次郎,,,10,名詞,固有名詞,人名,一般,*,*,若山徳次郎,*,*
若山惣太郎,,,10,名詞,固有名詞,人名,一般,*,*,若山惣太郎,*,*
荻野清六,,,10,名詞,固有名詞,人名,一般,*,*,荻野清六,*,*
菅原キミ子,,,10,名詞,固有名詞,人名,一般,*,*,菅原キミ子,*,*
菅原繁蔵,,,10,名詞,固有名詞,人名,一般,*,*,菅原繁蔵,*,*
葛木香一,,,10,名詞,固有名詞,人名,一般,*,*,葛木香一,*,*
藤間扇吉,,,10,名詞,固有名詞,人名,一般,*,*,藤間扇吉,*,*
蛯子善悦,,,10,名詞,固有名詞,人名,一般,*,*,蛯子善悦,*,*
蛯子末次郎,,,10,名詞,固有名詞,人名,一般,*,*,蛯子末次郎,*,*
西出孫左衛門,,,10,名詞,固有名詞,人名,一般,*,*,西出孫左衛門,*,*
谷徳太郎,,,10,名詞,固有名詞,人名,一般,*,*,谷徳太郎,*,*
谷杉写真館二目館主谷杉晃一,,,10,名詞,固有名詞,人名,一般,*,*,谷杉写真館二目館主谷杉晃一,*,*
谷杉写真館初館主谷杉正,,,10,名詞,固有名詞,人名,一般,*,*,谷杉写真館初館主谷杉正,*,*
逸見小右衛門,,,10,名詞,固有名詞,人名,一般,*,*,逸見小右衛門,*,*
遠藤吉平,,,10,名詞,固有名詞,人名,一般,*,*,遠藤吉平,*,*
邦かめすけ,,,10,名詞,固有名詞,人名,一般,*,*,邦かめすけ,*,*
酒谷小三郎,,,10,名詞,固有名詞,人名,一般,*,*,酒谷小三郎,*,*
野又貞夫,,,10,名詞,固有名詞,人名,一般,*,*,野又貞夫,*,*
野田高梧,,,10,名詞,固有名詞,人名,一般,*,*,野田高梧,*,*
野路この,,,10,名詞,固有名詞,人名,一般,*,*,野路この,*,*
野路吉次郎,,,10,名詞,固有名詞,人名,一般,*,*,野路吉次郎,*,*
野路松太郎,,,10,名詞,固有名詞,人名,一般,*,*,野路松太郎,*,*
野路雷三郎,,,10,名詞,固有名詞,人名,一般,*,*,野路雷三郎,*,*
金子鴎亭,,,10,名詞,固有名詞,人名,一般,*,*,金子鴎亭,*,*
長谷川二郎,,,10,名詞,固有名詞,人名,一般,*,*,長谷川二郎,*,*
長谷川四郎,,,10,名詞,固有名詞,人名,一般,*,*,長谷川四郎,*,*
長谷川海太郎,,,10,名詞,固有名詞,人名,一般,*,*,長谷川海太郎,*,*
長谷川淑夫,,,10,名詞,固有名詞,人名,一般,*,*,長谷川淑夫,*,*
長谷川濬,,,10,名詞,固有名詞,人名,一般,*,*,長谷川濬,*,*
間世潜,,,10,名詞,固有名詞,人名,一般,*,*,間世潜,*,*
関根要太郎,,,10,名詞,固有名詞,人名,一般,*,*,関根要太郎,*,*
関輝夫,,,10,名詞,固有名詞,人名,一般,*,*,関輝夫,*,*
阿部たつを,,,10,名詞,固有名詞,人名,一般,*,*,阿部たつを,*,*
阿部覺治,,,10,名詞,固有名詞,人名,一般,*,*,阿部覺治,*,*
阿部鑑,,,10,名詞,固有名詞,人名,一般,*,*,阿部鑑,*,*
須川長之助,,,10,名詞,固有名詞,人名,一般,*,*,須川長之助,*,*
馬場民則,,,10,名詞,固有名詞,人名,一般,*,*,馬場民則,*,*
馬場脩,,,10,名詞,固有名詞,人名,一般,*,*,馬場脩,*,*
高井義喜久,,,10,名詞,固有名詞,人名,一般,*,*,高井義喜久,*,*
高勢実乗,,,10,名詞,固有名詞,人名,一般,*,*,高勢実乗,*,*
高村善太郎,,,10,名詞,固有名詞,人名,一般,*,*,高村善太郎,*,*
高松凌雲,,,10,名詞,固有名詞,人名,一般,*,*,高松凌雲,*,*
高橋掬太郎,,,10,名詞,固有名詞,人名,一般,*,*,高橋掬太郎,*,*
高田屋嘉兵衛,,,10,名詞,固有名詞,人名,一般,*,*,高田屋嘉兵衛,*,*
鷲尾吾雄,,,10,名詞,固有名詞,人名,一般,*,*,鷲尾吾雄,*,*
齋藤玄,,,10,名詞,固有名詞,人名,一般,*,*,齋藤玄,*,*
２代目勝田弥吉,,,10,名詞,固有名詞,人名,一般,*,*,２代目勝田弥吉,*,*
２代目平出喜三郎,,,10,名詞,固有名詞,人名,一般,*,*,２代目平出喜三郎,*,*
Ｍ．Ｃ．ハリス,,,10,名詞,固有名詞,人名,一般,*,*,Ｍ．Ｃ．ハリス,*,*
